Orthogroup	AsinensisChina	LlongipalpisASM
OG0006918	ASIC019320	LOC129795566
OG0006919	ASIC011033	LOC129793953
OG0006920	ASIC020154	LOC129794988
OG0006921	ASIC009540	LOC129788048
OG0006922	ASIC012878	LOC129793826
OG0006923	ASIC017627	LOC129788927
OG0006924	ASIC012690	LOC129796555
OG0006925	ASIC017927	LOC129790102
OG0006926	ASIC011454	LOC129796789
OG0006927	ASIC020119	LOC129786664
OG0006928	ASIC007423, ASIC007422	LOC129791270
OG0006929	ASIC015644	LOC129789308
OG0006930	ASIC003212	LOC129796953
OG0006931	ASIC010293	LOC129788944
OG0006932	ASIC010296	LOC129789571
OG0006933	ASIC002884	LOC129793122
OG0006934	ASIC021267	LOC129792270
OG0006935	ASIC012632	LOC129791841
OG0006936	ASIC000862	LOC129786882
OG0006937	ASIC004462	LOC129790120
OG0006938	ASIC020960	LOC129789625
OG0006939	ASIC021002	LOC129794907
OG0006940	ASIC010015	LOC129789946
OG0006941	ASIC009325	LOC129795456
OG0006942	ASIC016266	LOC129792904
OG0006943	ASIC021412	LOC129788961
OG0006944	ASIC017292	LOC129797465
OG0006945	ASIC018469	LOC129788017
OG0006946	ASIC002273	LOC129796442
OG0006947	ASIC008065	LOC129796059
OG0006948	ASIC015042	LOC129792787
OG0006949	ASIC000852	LOC129797130
OG0006950	ASIC015394	LOC129795787
OG0006951	ASIC012695	LOC129794619
OG0006952	ASIC011481	LOC129795155
OG0006953	ASIC004639	LOC129797208
OG0006954	ASIC017522	LOC129796656
OG0006955	ASIC009815	LOC129795714
OG0006956	ASIC015821	LOC129790790
OG0006957	ASIC016656	LOC129793612
OG0006958	ASIC019261	LOC129792592
OG0006959	ASIC019266	LOC129787414
OG0006960	ASIC014212	LOC129788937
OG0006962	ASIC013813	LOC129786602
OG0006963	ASIC014548	LOC129789333
OG0006964	ASIC019886	LOC129797485, LOC129792234
OG0006965	ASIC017568	LOC129790161
OG0006966	ASIC007441	LOC129789587
OG0006967	ASIC006981	LOC129790341
OG0006968	ASIC015655	LOC129794876
OG0006969	ASIC010807	LOC129790849
OG0006971	ASIC010438	LOC129787022
OG0006972	ASIC008219	LOC129797193
OG0006974	ASIC010107	LOC129786144
OG0006975	ASIC001078	LOC129796521
OG0006976	ASIC019568	LOC129791900
OG0006977	ASIC011466	LOC129797165
OG0006978	ASIC013553	LOC129791086
OG0006979	ASIC016849	LOC129793643
OG0006980	ASIC017055	LOC129785823
OG0006981	ASIC007519	LOC129790455
OG0006982	ASIC010959	LOC129793897
OG0006983	ASIC011549	LOC129796983
OG0006984	ASIC010746	LOC129790118
OG0006985	ASIC022138	LOC129786429
OG0006986	ASIC017146	LOC129789418
OG0006987	ASIC003887	LOC129786359
OG0006988	ASIC002497	LOC129791796
OG0006989	ASIC016216	LOC129791337
OG0006990	ASIC022298	LOC129796094
OG0006992	ASIC016351	LOC129792986
OG0006993	ASIC007808	LOC129794041
OG0006994	ASIC010291	LOC129788716
OG0006995	ASIC021335	LOC129792568
OG0006996	ASIC014293	LOC129786770
OG0006997	ASIC014408	LOC129791303
OG0006998	ASIC017838	LOC129794658
OG0006999	ASIC017893	LOC129797524
OG0007001	ASIC016308	LOC129791589
OG0007002	ASIC014272	LOC129787443
OG0007003	ASIC013267	LOC129786609
OG0007004	ASIC008901	LOC129791017
OG0007005	ASIC018942	LOC129791965
OG0007006	ASIC011308	LOC129796248
OG0007007	ASIC019425	LOC129793783
OG0007009	ASIC011761	LOC129793477
OG0007010	ASIC010605	LOC129788660
OG0007011	ASIC021099	LOC129786410
OG0007012	ASIC009076	LOC129790620
OG0007013	ASIC007185	LOC129788472
OG0007014	ASIC016362	LOC129791576
OG0007015	ASIC001340	LOC129794517
OG0007016	ASIC011510	LOC129793914
OG0007017	ASIC015780	LOC129791132
OG0007018	ASIC020359	LOC129789812
OG0007019	ASIC020360	LOC129789811
OG0007020	ASIC013174	LOC129791033
OG0007021	ASIC013025	LOC129795781
OG0007022	ASIC009792	LOC129787501
OG0007023	ASIC013444	LOC129796135
OG0007024	ASIC019944	LOC129795963
OG0007025	ASIC003125	LOC129797457
OG0007026	ASIC006902	LOC129788940
OG0007027	ASIC012867	LOC129796956
OG0007028	ASIC020303	LOC129791814
OG0007029	ASIC014610	LOC129786412
OG0007030	ASIC003847	LOC129789865
OG0007032	ASIC018796	LOC129791563
OG0007033	ASIC020533	LOC129794694
OG0007034	ASIC006580	LOC129791025
OG0007035	ASIC019502	LOC129793396
OG0007036	ASIC003931	LOC129790018
OG0007037	ASIC013004	LOC129794852
OG0007038	ASIC010177	LOC129793174
OG0007039	ASIC009646	LOC129789577
OG0007040	ASIC017617	LOC129788378
OG0007041	ASIC010424	LOC129787976
OG0007042	ASIC006972	LOC129789032
OG0007043	ASIC000331	LOC129792133
OG0007044	ASIC006670	LOC129788873
OG0007046	ASIC006562	LOC129790142
OG0007047	ASIC010443	LOC129793745
OG0007048	ASIC021197	LOC129793135
OG0007049	ASIC004280	LOC129794957
OG0007050	ASIC015457	LOC129786554
OG0007051	ASIC017315	LOC129788387
OG0007053	ASIC015395	LOC129795830
OG0007054	ASIC003821	LOC129785843
OG0007055	ASIC022312	LOC129787021
OG0007056	ASIC003540	LOC129785835
OG0007057	ASIC019897	LOC129793197
OG0007058	ASIC017279	LOC129791193
OG0007059	ASIC010428	LOC129793896
OG0007060	ASIC014681, ASIC014748	LOC129797824
OG0007061	ASIC014924	LOC129793519
OG0007063	ASIC020099	LOC129794034
OG0007064	ASIC009673	LOC129791106
OG0007065	ASIC011316	LOC129796079
OG0007067	ASIC017974	LOC129795342
OG0007068	ASIC006591	LOC129790534
OG0007069	ASIC010769	LOC129789872
OG0007070	ASIC004237	LOC129789782
OG0007071	ASIC015204	LOC129785941
OG0007072	ASIC004511	LOC129790157
OG0007073	ASIC003100	LOC129793595
OG0007074	ASIC012195	LOC129789006
OG0007075	ASIC004063	LOC129787216
OG0007076	ASIC011846	LOC129786370, LOC129796108
OG0007077	ASIC007902	LOC129795061
OG0007078	ASIC016571	LOC129793178
OG0007079	ASIC021656	LOC129787097
OG0007080	ASIC010432	LOC129788248
OG0007081	ASIC013411	LOC129790216
OG0007082	ASIC004923	LOC129796049
OG0007083	ASIC000479	LOC129786398
OG0007084	ASIC004999	LOC129796660
OG0007085	ASIC020176	LOC129786260
OG0007086	ASIC017880	LOC129789257
OG0007087	ASIC013064	LOC129788985
OG0007088	ASIC019054	LOC129792571
OG0007089	ASIC004145	LOC129790125
OG0007090	ASIC019457	LOC129795969
OG0007092	ASIC001421	LOC129796547
OG0007093	ASIC018685	LOC129791748
OG0007094	ASIC013438	LOC129795896
OG0007095	ASIC019667	LOC129792169
OG0007096	ASIC019851	LOC129793641
OG0007097	ASIC010823	LOC129797481
OG0007098	ASIC018801	LOC129792781
OG0007099	ASIC018642	LOC129793830
OG0007100	ASIC020487	LOC129790542
OG0007101	ASIC016188	LOC129788445
OG0007102	ASIC003506	LOC129786401
OG0007103	ASIC006078	LOC129787683
OG0007106	ASIC014834	LOC129792474
OG0007107	ASIC004935	LOC129795343
OG0007108	ASIC014553	LOC129788382
OG0007109	ASIC015995	LOC129796543
OG0007110	ASIC015192	LOC129793094
OG0007111	ASIC003102	LOC129793189
OG0007112	ASIC008631	LOC129789165
OG0007113	ASIC013309	LOC129795389
OG0007114	ASIC006637	LOC129790530
OG0007115	ASIC016998	LOC129789846
OG0007116	ASIC009154	LOC129791658
OG0007117	ASIC006087	LOC129789277
OG0007118	ASIC014980	LOC129796427
OG0007119	ASIC006457	LOC129788573
OG0007120	ASIC013009	LOC129795099
OG0007121	ASIC020976	LOC129785984
OG0007122	ASIC020980	LOC129785983
OG0007124	ASIC009398	LOC129790107
OG0007125	ASIC020846	LOC129789564
OG0007126	ASIC016022	LOC129789883
OG0007127	ASIC000635	LOC129790647
OG0007128	ASIC003881	LOC129797033
OG0007129	ASIC011527	LOC129791419
OG0007130	ASIC004559	LOC129789821
OG0007131	ASIC010691	LOC129790007
OG0007132	ASIC003435	LOC129790999
OG0007133	ASIC011372	LOC129786358
OG0007134	ASIC016724	LOC129792180
OG0007135	ASIC012450	LOC129792366
OG0007136	ASIC011011	LOC129787935
OG0007137	ASIC021457, ASIC022385	LOC129790041
OG0007138	ASIC019782	LOC129793594
OG0007139	ASIC019942	LOC129795967
OG0007140	ASIC003004	LOC129791808
OG0007141	ASIC019697	LOC129794052
OG0007142	ASIC004731	LOC129796519
OG0007143	ASIC006619	LOC129788424
OG0007144	ASIC000812	LOC129797299
OG0007145	ASIC016200	LOC129791785
OG0007146	ASIC005659	LOC129786826
OG0007147	ASIC012235	LOC129793347
OG0007148	ASIC015109	LOC129797260
OG0007149	ASIC005964	LOC129792717
OG0007150	ASIC008904	LOC129791018
OG0007151	ASIC013887	LOC129796068
OG0007152	ASIC007772	LOC129792046
OG0007153	ASIC006636	LOC129790529
OG0007154	ASIC006526	LOC129790541
OG0007155	ASIC011564	LOC129796858
OG0007156	ASIC012707	LOC129792757
OG0007157	ASIC006865	LOC129788834
OG0007158	ASIC011411	LOC129786643
OG0007159	ASIC021211	LOC129791553
OG0007160	ASIC011808	LOC129797369
OG0007161	ASIC004124	LOC129787937
OG0007162	ASIC012330	LOC129787489
OG0007163	ASIC016036	LOC129789409
OG0007164	ASIC021892	LOC129789296
OG0007165	ASIC004905	LOC129787338
OG0007166	ASIC019510	LOC129792081
OG0007167	ASIC009895	LOC129791906
OG0007168	ASIC010420	LOC129797478
OG0007169	ASIC019142	LOC129792866
OG0007170	ASIC019179	LOC129793273
OG0007171	ASIC018294	LOC129794469
OG0007172	ASIC017475	LOC129796249
OG0007173	ASIC008742, ASIC008744	LOC129797733
OG0007175	ASIC002442	LOC129791536
OG0007176	ASIC005075	LOC129790899
OG0007177	ASIC018147	LOC129796384
OG0007178	ASIC018319	LOC129796559
OG0007179	ASIC003947	LOC129787958
OG0007180	ASIC022083	LOC129788837
OG0007181	ASIC005242	LOC129787934
OG0007182	ASIC022297	LOC129795170
OG0007183	ASIC018604	LOC129794014
OG0007184	ASIC018330	LOC129791366
OG0007185	ASIC006219	LOC129788907
OG0007186	ASIC016636	LOC129792096
OG0007187	ASIC010299	LOC129791060
OG0007188	ASIC006056	LOC129788513
OG0007189	ASIC014914	LOC129792276
OG0007190	ASIC010928	LOC129797779
OG0007191	ASIC021059	LOC129787469
OG0007192	ASIC003739	LOC129794042
OG0007193	ASIC021363	LOC129797842
OG0007194	ASIC020125	LOC129796891
OG0007195	ASIC005654	LOC129797754
OG0007196	ASIC019552	LOC129793058
OG0007197	ASIC015103	LOC129786651
OG0007198	ASIC017049	LOC129797852
OG0007199	ASIC019515	LOC129792834
OG0007200	ASIC014465	LOC129788696
OG0007201	ASIC013675	LOC129793201
OG0007202	ASIC007173	LOC129792923
OG0007203	ASIC003571	LOC129789925
OG0007204	ASIC019797	LOC129792910
OG0007205	ASIC008395	LOC129788846
OG0007206	ASIC014707	LOC129786977
OG0007207	ASIC010266	LOC129789581
OG0007208	ASIC014622	LOC129797442
OG0007209	ASIC010345	LOC129797832
OG0007210	ASIC014430	LOC129790182
OG0007211	ASIC016452	LOC129792948
OG0007212	ASIC016476	LOC129794143
OG0007213	ASIC021727	LOC129786850
OG0007214	ASIC007874	LOC129793293
OG0007215	ASIC021168	LOC129794226
OG0007216	ASIC007558	LOC129787456
OG0007217	ASIC009022	LOC129786411
OG0007218	ASIC014336	LOC129790462
OG0007219	ASIC006467	LOC129790488
OG0007220	ASIC008723	LOC129787167
OG0007221	ASIC005332	LOC129789335
OG0007222	ASIC019595	LOC129792914
OG0007223	ASIC014368	LOC129790477
OG0007224	ASIC007619	LOC129789825
OG0007225	ASIC005606	LOC129785940
OG0007226	ASIC012201	LOC129792916
OG0007227	ASIC007460	LOC129790641
OG0007228	ASIC011762	LOC129790905
OG0007229	ASIC019808	LOC129792545
OG0007230	ASIC011804	LOC129796914
OG0007231	ASIC012245	LOC129794111
OG0007233	ASIC013574	LOC129790653
OG0007234	ASIC009071	LOC129788606
OG0007235	ASIC020792	LOC129794754
OG0007236	ASIC020361	LOC129788667
OG0007238	ASIC012766	LOC129791291
OG0007239	ASIC015091	LOC129792517
OG0007240	ASIC019247	LOC129795008
OG0007242	ASIC002904	LOC129792067
OG0007243	ASIC019780	LOC129793447
OG0007244	ASIC002502	LOC129794190
OG0007245	ASIC009637	LOC129790963
OG0007246	ASIC011063	LOC129792482
OG0007247	ASIC020538	LOC129789090
OG0007248	ASIC004454	LOC129793814, LOC129793804
OG0007250	ASIC017071	LOC129786295
OG0007252	ASIC008772	LOC129786432
OG0007254	ASIC011820	LOC129797522
OG0007255	ASIC016412	LOC129792956
OG0007257	ASIC015675	LOC129787531
OG0007258	ASIC013081	LOC129788067
OG0007259	ASIC005681	LOC129795809
OG0007260	ASIC021617	LOC129793554
OG0007261	ASIC005757	LOC129787852
OG0007263	ASIC020308	LOC129789840
OG0007264	ASIC011732	LOC129791230
OG0007265	ASIC003344	LOC129796783
OG0007267	ASIC022342	LOC129791395
OG0007268	ASIC008481	LOC129797379
OG0007269	ASIC004940	LOC129794769
OG0007270	ASIC009828	LOC129795664
OG0007272	ASIC018321	LOC129786159
OG0007273	ASIC008668	LOC129793353
OG0007274	ASIC009894	LOC129793338
OG0007275	ASIC008303	LOC129797045
OG0007276	ASIC018329	LOC129794887
OG0007277	ASIC009528	LOC129786021
OG0007278	ASIC019811	LOC129787248
OG0007279	ASIC007708	LOC129787522
OG0007281	ASIC011064	LOC129792351
OG0007282	ASIC008802	LOC129797740
OG0007283	ASIC017633	LOC129788915
OG0007284	ASIC006247	LOC129787012
OG0007285	ASIC002567	LOC129786238
OG0007286	ASIC019860	LOC129791547
OG0007287	ASIC007647	LOC129789685
OG0007288	ASIC020457	LOC129789540
OG0007290	ASIC005758	LOC129787846
OG0007291	ASIC016441	LOC129791620
OG0007292	ASIC021397	LOC129789307
OG0007293	ASIC014091	LOC129789642
OG0007294	ASIC005205	LOC129786396
OG0007295	ASIC005366	LOC129791887
OG0007296	ASIC011914	LOC129794784
OG0007297	ASIC016377	LOC129791621
OG0007298	ASIC022178	LOC129792454
OG0007299	ASIC018822	LOC129796002
OG0007300	ASIC006774	LOC129789106, LOC129788879
OG0007301	ASIC018939	LOC129791636
OG0007303	ASIC006220	LOC129794088
OG0007304	ASIC007389	LOC129788932
OG0007305	ASIC007094	LOC129787486
OG0007306	ASIC005532	LOC129787951
OG0007307	ASIC003112	LOC129791713
OG0007308	ASIC015481	LOC129796473
OG0007309	ASIC018468	LOC129787384
OG0007310	ASIC002547	LOC129793997
OG0007311	ASIC012525	LOC129791433
OG0007312	ASIC016374	LOC129791618
OG0007313	ASIC018732	LOC129792666
OG0007315	ASIC007419	LOC129790112
OG0007317	ASIC004912	LOC129788072
OG0007318	ASIC009476	LOC129787023
OG0007319	ASIC020363	LOC129787513
OG0007320	ASIC014927	LOC129793290
OG0007321	ASIC005069	LOC129793702
OG0007322	ASIC015129	LOC129792224
OG0007323	ASIC010485	LOC129786424
OG0007325	ASIC016439	LOC129791623
OG0007326	ASIC021996	LOC129791655
OG0007327	ASIC005381	LOC129790820
OG0007328	ASIC008095	LOC129794990
OG0007329	ASIC007431	LOC129788941
OG0007330	ASIC006980	LOC129788878
OG0007331	ASIC001079	LOC129785865
OG0007332	ASIC008912	LOC129791240
OG0007333	ASIC010619	LOC129789145
OG0007335	ASIC016106	LOC129793717
OG0007336	ASIC012209	LOC129792472
OG0007337	ASIC017233	LOC129794668
OG0007338	ASIC014206	LOC129795527
OG0007339	ASIC020514	LOC129786164
OG0007340	ASIC014334	LOC129788161
OG0007341	ASIC010891	LOC129787871
OG0007342	ASIC011605	LOC129792921
OG0007344	ASIC021004	LOC129787031
OG0007345	ASIC020600	LOC129787613
OG0007346	ASIC017065	LOC129785873
OG0007347	ASIC016103	LOC129786641
OG0007348	ASIC019237	LOC129797280
OG0007349	ASIC014536	LOC129790357
OG0007350	ASIC009380	LOC129790735
OG0007351	ASIC009614	LOC129790772
OG0007353	ASIC002916	LOC129796790
OG0007354	ASIC016575	LOC129787728
OG0007355	ASIC005139	LOC129791652
OG0007357	ASIC013579	LOC129789317
OG0007358	ASIC015106	LOC129786991
OG0007359	ASIC005257	LOC129786311
OG0007360	ASIC010324	LOC129786161
OG0007361	ASIC002645	LOC129794099
OG0007362	ASIC016391	LOC129793455
OG0007363	ASIC006730	LOC129787392, LOC129793407, LOC129793803
OG0007364	ASIC013978	LOC129797093
OG0007365	ASIC003699	LOC129793850
OG0007366	ASIC016841	LOC129793524
OG0007367	ASIC005507	LOC129789834
OG0007368	ASIC007714	LOC129786687
OG0007369	ASIC021933	LOC129786079
OG0007370	ASIC015140	LOC129793022
OG0007371	ASIC008900	LOC129789448
OG0007372	ASIC018877	LOC129794246
OG0007373	ASIC010225	LOC129790168
OG0007374	ASIC007580	LOC129789963
OG0007375	ASIC002901	LOC129787188
OG0007376	ASIC017014	LOC129788401
OG0007377	ASIC013212	LOC129794884
OG0007378	ASIC019598	LOC129792079
OG0007380	ASIC019268	LOC129787457
OG0007381	ASIC010408	LOC129792137
OG0007382	ASIC019617	LOC129794207
OG0007383	ASIC006800	LOC129790022
OG0007384	ASIC002920	LOC129786973
OG0007385	ASIC007218	LOC129790045
OG0007386	ASIC020446	LOC129786086
OG0007387	ASIC022313	LOC129796404
OG0007388	ASIC008017	LOC129787369
OG0007389	ASIC005919	LOC129788884
OG0007390	ASIC013780	LOC129794296
OG0007391	ASIC011044	LOC129791932
OG0007393	ASIC011327	LOC129786925
OG0007395	ASIC015521	LOC129794336
OG0007396	ASIC002999	LOC129793057
OG0007397	ASIC009705	LOC129790922
OG0007398	ASIC018739	LOC129795508
OG0007399	ASIC018149	LOC129795814
OG0007400	ASIC009426	LOC129797145
OG0007401	ASIC021621	LOC129791839
OG0007402	ASIC019878	LOC129793967
OG0007403	ASIC010405	LOC129792122
OG0007404	ASIC008186	LOC129794966
OG0007405	ASIC019836	LOC129791571
OG0007406	ASIC007746	LOC129788704
OG0007407	ASIC018948	LOC129792894
OG0007408	ASIC018322	LOC129786403
OG0007409	ASIC011274	LOC129795426
OG0007410	ASIC002017	LOC129797530
OG0007412	ASIC003211	LOC129786919
OG0007413	ASIC002561	LOC129786805
OG0007414	ASIC003722	LOC129793610
OG0007415	ASIC018803	LOC129792778
OG0007416	ASIC010079	LOC129786011
OG0007417	ASIC007188	LOC129788995
OG0007419	ASIC012647	LOC129791871
OG0007420	ASIC016803	LOC129793491
OG0007421	ASIC017489	LOC129794989
OG0007422	ASIC020041	LOC129794437
OG0007423	ASIC021336	LOC129792615
OG0007424	ASIC005203	LOC129787896
OG0007425	ASIC006801	LOC129788852
OG0007426	ASIC020515	LOC129796409
OG0007428	ASIC018608	LOC129793532
OG0007429	ASIC019136	LOC129793584
OG0007432	ASIC005097	LOC129786575
OG0007433	ASIC014675	LOC129789192
OG0007434	ASIC014912	LOC129792279
OG0007435	ASIC017952	LOC129796141
OG0007436	ASIC021144	LOC129793514
OG0007437	ASIC013879	LOC129794532
OG0007438	ASIC018593	LOC129794012
OG0007439	ASIC017206	LOC129789563
OG0007440	ASIC016699	LOC129792945
OG0007441	ASIC013938	LOC129786677
OG0007442	ASIC014456	LOC129795167
OG0007443	ASIC016534	LOC129792106
OG0007444	ASIC007127	LOC129787929
OG0007445	ASIC010292	LOC129788812
OG0007446	ASIC019783	LOC129796850
OG0007447	ASIC014843	LOC129791723
OG0007448	ASIC011045	LOC129791806
OG0007449	ASIC018833	LOC129792720
OG0007450	ASIC005725	LOC129791457
OG0007451	ASIC008600	LOC129793165
OG0007452	ASIC015877	LOC129789888
OG0007453	ASIC020211	LOC129787529
OG0007454	ASIC010354	LOC129787981
OG0007455	ASIC016764	LOC129792816
OG0007456	ASIC012990	LOC129792177
OG0007459	ASIC020962	LOC129787048
OG0007461	ASIC012425	LOC129794323
OG0007462	ASIC011993, ASIC011992	LOC129787968
OG0007463	ASIC012771	LOC129789228
OG0007464	ASIC005719	LOC129790817
OG0007466	ASIC006478	LOC129789985
OG0007469	ASIC019586	LOC129793147
OG0007470	ASIC016437	LOC129791820
OG0007472	ASIC005231	LOC129786666
OG0007473	ASIC018527	LOC129791518
OG0007476	ASIC018638	LOC129793841
OG0007477	ASIC016033	LOC129791532
OG0007478	ASIC005256	LOC129786312
OG0007479	ASIC014953	LOC129796037
OG0007480	ASIC017445	LOC129793159
OG0007482	ASIC001456	LOC129791915
OG0007483	ASIC019775	LOC129792554
OG0007484	ASIC020829	LOC129786202
OG0007487	ASIC003443	LOC129789385
OG0007489	ASIC011942	LOC129787418
OG0007490	ASIC005365	LOC129789394
OG0007491	ASIC003742	LOC129794280
OG0007492	ASIC011116	LOC129790292
OG0007493	ASIC005229	LOC129789759
OG0007494	ASIC005126	LOC129791187
OG0007496	ASIC012205	LOC129787382
OG0007497	ASIC020591	LOC129786756
OG0007498	ASIC002447	LOC129792598
OG0007499	ASIC009897	LOC129791466
OG0007500	ASIC020602	LOC129787550
OG0007503	ASIC014090	LOC129788703
OG0007504	ASIC022210	LOC129795505
OG0007505	ASIC011222	LOC129795041
OG0007506	ASIC014768	LOC129794338
OG0007507	ASIC001025	LOC129793827
OG0007508	ASIC005862	LOC129789306
OG0007509	ASIC013973	LOC129787451
OG0007510	ASIC006676	LOC129790526
OG0007511	ASIC007102	LOC129788934
OG0007512	ASIC010676	LOC129795538
OG0007513	ASIC003775	LOC129791822
OG0007514	ASIC011053	LOC129791941
OG0007515	ASIC019998	LOC129788088
OG0007516	ASIC019685	LOC129792605
OG0007517	ASIC000729	LOC129788423
OG0007518	ASIC008124	LOC129795490
OG0007519	ASIC006968	LOC129795439
OG0007520	ASIC014959	LOC129796052
OG0007522	ASIC003090	LOC129794229
OG0007523	ASIC003994	LOC129790674
OG0007524	ASIC018648	LOC129791781
OG0007525	ASIC016754	LOC129792228
OG0007527	ASIC003948	LOC129787964
OG0007529	ASIC021793	LOC129787814
OG0007530	ASIC019509	LOC129792075
OG0007531	ASIC009761	LOC129797537
OG0007532	ASIC002727	LOC129788206
OG0007533	ASIC000585	LOC129789638
OG0007534	ASIC021809	LOC129787811
OG0007536	ASIC018472	LOC129791667
OG0007537	ASIC019052	LOC129791913
OG0007538	ASIC007212	LOC129790051
OG0007539	ASIC007121	LOC129790143
OG0007540	ASIC009763	LOC129790145
OG0007541	ASIC016241	LOC129785830
OG0007543	ASIC012907	LOC129793161
OG0007544	ASIC016611	LOC129787628
OG0007545	ASIC011844	LOC129786374
OG0007546	ASIC022363	LOC129795997
OG0007547	ASIC017942	LOC129791220
OG0007548	ASIC005241	LOC129790363
OG0007549	ASIC019953	LOC129795435
OG0007550	ASIC008681	LOC129794119
OG0007551	ASIC006661	LOC129794056
OG0007552	ASIC021724	LOC129786853
OG0007553	ASIC014087	LOC129790668
OG0007554	ASIC017253	LOC129791004
OG0007555	ASIC006097	LOC129788383
OG0007556	ASIC003438	LOC129791465
OG0007557	ASIC017938	LOC129794828
OG0007558	ASIC010005	LOC129791624
OG0007559	ASIC008472	LOC129796922
OG0007560	ASIC011220	LOC129796536
OG0007561	ASIC018752	LOC129791705
OG0007562	ASIC018284	LOC129796308
OG0007563	ASIC017311	LOC129788053
OG0007564	ASIC014239	LOC129787797
OG0007565	ASIC010409	LOC129792095
OG0007566	ASIC006248	LOC129791078
